fecha,hora,precio_real,precio_predicho,error
2025-01-01,0,17.3103,67.14,-49.83
2025-01-01,1,17.3103,65.19,-47.88
2025-01-01,2,17.3103,64.21,-46.9
2025-01-01,3,17.3103,63.66,-46.35
2025-01-01,4,2.5689,64.47,-61.9
2025-01-01,5,2.5689,66.7,-64.13
2025-01-01,6,2.5839,71.52,-68.94
2025-01-01,7,2.5839,82.49,-79.91
2025-01-01,8,2.5839,85.96,-83.38
2025-01-01,9,2.5839,89.9,-87.32
2025-01-01,10,2.5839,97.78,-95.2
2025-01-01,11,2.5839,96.62,-94.04
2025-01-01,12,23.0044,100.64,-77.64
2025-01-01,13,23.0044,99.57,-76.57
2025-01-01,14,23.0044,99.94,-76.94
2025-01-01,15,23.0044,100.06,-77.06
2025-01-01,16,35.7504,99.69,-63.94
2025-01-01,17,38.9486,99.3,-60.35
2025-01-01,18,53.6361,106.61,-52.97
2025-01-01,19,60.4083,110.99,-50.58
2025-01-01,20,122.5344,97.39,25.14
2025-01-01,21,122.5344,87.02,35.51
2025-01-01,22,56.3417,77.28,-20.94
2025-01-01,23,56.3417,68.91,-12.57
2025-01-02,0,17.3161,65.98,-48.66
2025-01-02,1,10.4751,64.07,-53.59
2025-01-02,2,10.4751,63.08,-52.6
2025-01-02,3,11.3958,62.49,-51.09
2025-01-02,4,11.3958,63.21,-51.81
2025-01-02,5,17.9082,65.18,-47.27
2025-01-02,6,18.0174,69.64,-51.62
2025-01-02,7,40.7629,79.42,-38.66
2025-01-02,8,40.7629,82.26,-41.5
2025-01-02,9,54.0516,85.97,-31.92
2025-01-02,10,54.0516,94.5,-40.45
2025-01-02,11,54.0516,92.66,-38.61
2025-01-02,12,56.7693,97.78,-41.01
2025-01-02,13,56.7693,96.06,-39.29
2025-01-02,14,56.7693,97.22,-40.45
2025-01-02,15,56.7693,97.33,-40.56
2025-01-02,16,56.7693,97.04,-40.27
2025-01-02,17,56.7693,96.79,-40.02
2025-01-02,18,56.7663,104.73,-47.96
2025-01-02,19,56.7663,109.86,-53.09
2025-01-02,20,56.7663,94.43,-37.66
2025-01-02,21,56.7663,83.26,-26.49
2025-01-02,22,40.5327,74.83,-34.3
2025-01-02,23,9.8857,67.66,-57.77
2025-01-03,0,2.1255,66.93,-64.8
2025-01-03,1,2.1255,65.21,-63.08
2025-01-03,2,2.1255,64.38,-62.25
2025-01-03,3,2.1255,63.96,-61.83
2025-01-03,4,2.1255,64.78,-62.65
2025-01-03,5,2.1255,66.81,-64.68
2025-01-03,6,1.512,71.14,-69.63
2025-01-03,7,9.9446,80.52,-70.58
2025-01-03,8,9.9446,83.28,-73.34
2025-01-03,9,9.9446,86.72,-76.78
2025-01-03,10,9.9446,94.11,-84.17
2025-01-03,11,9.9446,92.54,-82.6
2025-01-03,12,12.0625,96.0,-83.94
2025-01-03,13,23.1227,94.99,-71.87
2025-01-03,14,23.1227,95.03,-71.91
2025-01-03,15,62.8239,94.81,-31.99
2025-01-03,16,62.8239,94.26,-31.44
2025-01-03,17,60.2743,93.79,-33.52
2025-01-03,18,60.1945,99.96,-39.77
2025-01-03,19,60.1945,103.88,-43.69
2025-01-03,20,60.1945,91.43,-31.24
2025-01-03,21,60.1945,82.43,-22.24
2025-01-03,22,60.1404,75.13,-14.99
2025-01-03,23,40.7304,68.46,-27.73
2025-01-04,0,20.2479,64.43,-44.18
2025-01-04,1,4.3635,63.04,-58.68
2025-01-04,2,4.3635,62.28,-57.92
2025-01-04,3,4.3635,61.82,-57.46
2025-01-04,4,4.3635,62.3,-57.94
2025-01-04,5,4.3635,63.48,-59.12
2025-01-04,6,9.9491,66.37,-56.42
2025-01-04,7,12.9742,71.97,-59.0
2025-01-04,8,14.2631,73.01,-58.75
2025-01-04,9,14.2631,75.19,-60.93
2025-01-04,10,7.3638,81.4,-74.04
2025-01-04,11,7.3638,76.55,-69.19
2025-01-04,12,6.6885,77.65,-70.96
2025-01-04,13,4.5944,77.84,-73.25
2025-01-04,14,2.8535,76.33,-73.48
2025-01-04,15,2.8535,75.75,-72.9
2025-01-04,16,2.8535,75.31,-72.46
2025-01-04,17,2.8535,75.15,-72.3
2025-01-04,18,23.1178,79.8,-56.68
2025-01-04,19,23.1178,83.49,-60.37
2025-01-04,20,23.1178,73.53,-50.41
2025-01-04,21,23.1178,68.6,-45.48
2025-01-04,22,2.1302,68.81,-66.68
2025-01-04,23,1.5747,65.55,-63.98
2025-01-05,0,2.5735,54.96,-52.39
2025-01-05,1,2.5735,53.02,-50.45
2025-01-05,2,2.5735,51.5,-48.93
2025-01-05,3,2.5735,50.16,-47.59
2025-01-05,4,0.6429,49.6,-48.96
2025-01-05,5,2.5735,49.67,-47.1
2025-01-05,6,2.8575,51.18,-48.32
2025-01-05,7,2.5972,55.56,-52.96
2025-01-05,8,2.5972,55.97,-53.37
2025-01-05,9,2.5972,57.41,-54.81
2025-01-05,10,2.5972,62.04,-59.44
2025-01-05,11,2.5972,57.93,-55.33
2025-01-05,12,2.5972,58.89,-56.29
2025-01-05,13,2.5972,60.24,-57.64
2025-01-05,14,2.8575,59.66,-56.8
2025-01-05,15,22.7238,60.36,-37.64
2025-01-05,16,60.2381,61.18,-0.94
2025-01-05,17,56.7828,62.2,-5.42
2025-01-05,18,56.7717,67.15,-10.38
2025-01-05,19,56.7717,71.15,-14.38
2025-01-05,20,56.7717,63.5,-6.73
2025-01-05,21,56.7717,59.93,-3.16
2025-01-05,22,56.4146,60.53,-4.12
2025-01-05,23,59.8475,56.49,3.36
2025-01-06,0,4.3521,59.29,-54.94
2025-01-06,1,4.3521,57.42,-53.07
2025-01-06,2,4.3521,56.46,-52.11
2025-01-06,3,4.3521,55.92,-51.57
2025-01-06,4,12.3944,56.65,-44.26
2025-01-06,5,12.3944,58.69,-46.3
2025-01-06,6,35.1028,63.15,-28.05
2025-01-06,7,87.5267,74.1,13.43
2025-01-06,8,87.5267,77.4,10.13
2025-01-06,9,87.5267,81.29,6.24
2025-01-06,10,87.5267,89.32,-1.79
2025-01-06,11,87.5267,88.2,-0.67
2025-01-06,12,87.5267,92.49,-4.96
2025-01-06,13,87.5267,91.62,-4.09
2025-01-06,14,87.5267,92.14,-4.61
2025-01-06,15,87.5267,92.38,-4.85
2025-01-06,16,87.5267,92.06,-4.53
2025-01-06,17,87.5267,91.68,-4.15
2025-01-06,18,79.4243,99.09,-19.67
2025-01-06,19,79.4243,103.52,-24.1
2025-01-06,20,79.4243,89.29,-9.87
2025-01-06,21,79.4243,78.94,0.48
2025-01-06,22,60.124,69.53,-9.41
2025-01-06,23,60.124,61.0,-0.88
2025-01-07,0,60.1569,65.47,-5.31
2025-01-07,1,87.4115,63.76,23.65
2025-01-07,2,56.7062,63.0,-6.29
2025-01-07,3,56.7062,62.67,-5.96
2025-01-07,4,56.7062,63.65,-6.94
2025-01-07,5,56.7062,65.92,-9.21
2025-01-07,6,56.8479,70.68,-13.83
2025-01-07,7,87.4145,81.12,6.29
2025-01-07,8,87.4145,84.26,3.15
2025-01-07,9,87.4145,88.12,-0.71
2025-01-07,10,87.4145,96.56,-9.15
2025-01-07,11,87.4145,94.74,-7.33
2025-01-07,12,87.4145,99.13,-11.72
2025-01-07,13,87.4145,97.57,-10.16
2025-01-07,14,87.4145,97.91,-10.5
2025-01-07,15,87.4145,97.64,-10.23
2025-01-07,16,87.4145,96.96,-9.55
2025-01-07,17,87.4145,96.31,-8.9
2025-01-07,18,87.3577,103.6,-16.24
2025-01-07,19,87.3577,108.15,-20.79
2025-01-07,20,87.3577,93.34,-5.98
2025-01-07,21,87.3577,82.81,4.55
2025-01-07,22,56.7062,74.34,-17.63
2025-01-07,23,60.1569,67.0,-6.84
2025-01-08,0,60.1616,67.14,-6.98
2025-01-08,1,56.7107,65.19,-8.48
2025-01-08,2,56.7107,64.21,-7.5
2025-01-08,3,56.7107,63.66,-6.95
2025-01-08,4,56.7107,64.47,-7.76
2025-01-08,5,56.7107,66.7,-9.99
2025-01-08,6,87.5625,71.52,16.04
2025-01-08,7,87.5625,82.49,5.07
2025-01-08,8,87.5625,85.96,1.6
2025-01-08,9,87.5625,89.9,-2.34
2025-01-08,10,87.5625,97.78,-10.22
2025-01-08,11,87.5625,96.62,-9.06
2025-01-08,12,87.5625,100.64,-13.08
2025-01-08,13,87.5625,99.57,-12.01
2025-01-08,14,87.5625,99.94,-12.38
2025-01-08,15,87.5625,100.06,-12.5
2025-01-08,16,87.5625,99.69,-12.13
2025-01-08,17,87.5625,99.3,-11.74
2025-01-08,18,87.5273,106.61,-19.08
2025-01-08,19,122.9357,110.99,11.95
2025-01-08,20,122.9357,97.39,25.55
2025-01-08,21,87.5273,87.02,0.51
2025-01-08,22,56.7107,77.28,-20.57
2025-01-08,23,60.1616,68.91,-8.75
2025-01-09,0,7.3258,65.98,-58.65
2025-01-09,1,7.3258,64.07,-56.74
2025-01-09,2,7.3258,63.08,-55.75
2025-01-09,3,7.3258,62.49,-55.16
2025-01-09,4,7.3258,63.21,-55.88
2025-01-09,5,7.3258,65.18,-57.85
2025-01-09,6,9.9526,69.64,-59.69
2025-01-09,7,10.5951,79.42,-68.82
2025-01-09,8,53.7281,82.26,-28.53
2025-01-09,9,53.7281,85.97,-32.24
2025-01-09,10,53.7281,94.5,-40.77
2025-01-09,11,53.7281,92.66,-38.93
2025-01-09,12,53.7281,97.78,-44.05
2025-01-09,13,53.7281,96.06,-42.33
2025-01-09,14,53.7281,97.22,-43.49
2025-01-09,15,53.7281,97.33,-43.6
2025-01-09,16,53.7281,97.04,-43.31
2025-01-09,17,53.7281,96.79,-43.06
2025-01-09,18,53.5514,104.73,-51.18
2025-01-09,19,53.5514,109.86,-56.31
2025-01-09,20,53.5514,94.43,-40.88
2025-01-09,21,35.6404,83.26,-47.62
2025-01-09,22,2.5873,74.83,-72.24
2025-01-09,23,2.5873,67.66,-65.07
2025-01-10,0,2.5903,66.93,-64.34
2025-01-10,1,2.5903,65.21,-62.62
2025-01-10,2,2.5903,64.38,-61.79
2025-01-10,3,2903.0,63.96,2839.04
2025-01-10,4,2.5903,64.78,-62.19
2025-01-10,5,2.5903,66.81,-64.22
2025-01-10,6,20.1495,71.14,-50.99
2025-01-10,7,20.1495,80.52,-60.37
2025-01-10,8,53.7271,83.28,-29.55
2025-01-10,9,53.7271,86.72,-32.99
2025-01-10,10,53.7271,94.11,-40.38
2025-01-10,11,60.6757,92.54,-31.86
2025-01-10,12,60.6757,96.0,-35.32
2025-01-10,13,53.7271,94.99,-41.26
2025-01-10,14,53.7271,95.03,-41.3
2025-01-10,15,57.1953,94.81,-37.61
2025-01-10,16,57.1953,94.26,-37.06
2025-01-10,17,53.7271,93.79,-40.06
2025-01-10,18,57.1748,99.96,-42.79
2025-01-10,19,57.1748,103.88,-46.71
2025-01-10,20,57.1748,91.43,-34.26
2025-01-10,21,35.5495,82.43,-46.88
2025-01-10,22,35.6858,75.13,-39.44
2025-01-10,23,35.6858,68.46,-32.77
2025-01-11,0,56.8629,64.43,-7.57
2025-01-11,1,56.8629,63.04,-6.18
2025-01-11,2,56.8629,62.28,-5.42
2025-01-11,3,56.8629,61.82,-4.96
2025-01-11,4,56.8629,62.3,-5.44
2025-01-11,5,10.4798,63.48,-53.0
2025-01-11,6,10.5432,66.37,-55.83
2025-01-11,7,10.5432,71.97,-61.43
2025-01-11,8,17.619,73.01,-55.39
2025-01-11,9,17.619,75.19,-57.57
2025-01-11,10,17.619,81.4,-63.78
2025-01-11,11,36.4333,76.55,-40.12
2025-01-11,12,57.1355,77.65,-20.51
2025-01-11,13,57.1355,77.84,-20.7
2025-01-11,14,60.6122,76.33,-15.72
2025-01-11,15,60.6122,75.75,-15.14
2025-01-11,16,60.6122,75.31,-14.7
2025-01-11,17,60.6122,75.15,-14.54
2025-01-11,18,60.5907,79.8,-19.21
2025-01-11,19,60.5907,83.49,-22.9
2025-01-11,20,53.3584,73.53,-20.17
2025-01-11,21,60.5907,68.6,-8.01
2025-01-11,22,52.4927,68.81,-16.32
2025-01-11,23,52.4927,65.55,-13.06
2025-01-12,0,54.0741,54.96,-0.89
2025-01-12,1,54.0741,53.02,1.05
2025-01-12,2,54.0741,51.5,2.57
2025-01-12,3,54.0741,50.16,3.91
2025-01-12,4,54.0741,49.6,4.47
2025-01-12,5,54.0741,49.67,4.4
2025-01-12,6,54.3012,51.18,3.12
2025-01-12,7,57.5496,55.56,1.99
2025-01-12,8,57.5496,55.97,1.58
2025-01-12,9,57.5496,57.41,0.14
2025-01-12,10,54.3012,62.04,-7.74
2025-01-12,11,54.3012,57.93,-3.63
2025-01-12,12,54.3012,58.89,-4.59
2025-01-12,13,54.3012,60.24,-5.94
2025-01-12,14,54.3012,59.66,-5.36
2025-01-12,15,54.3012,60.36,-6.06
2025-01-12,16,54.3012,61.18,-6.88
2025-01-12,17,54.3012,62.2,-7.9
2025-01-12,18,54.319,67.15,-12.83
2025-01-12,19,54.319,71.15,-16.83
2025-01-12,20,54.319,63.5,-9.18
2025-01-12,21,54.319,59.93,-5.61
2025-01-12,22,54.0741,60.53,-6.46
2025-01-12,23,54.0741,56.49,-2.42
2025-01-13,0,54.1283,59.29,-5.16
2025-01-13,1,54.1283,57.42,-3.29
2025-01-13,2,54.1283,56.46,-2.33
2025-01-13,3,54.1283,55.92,-1.79
2025-01-13,4,29.3323,56.65,-27.32
2025-01-13,5,36.2183,58.69,-22.47
2025-01-13,6,54.3106,63.15,-8.84
2025-01-13,7,54.3106,74.1,-19.79
2025-01-13,8,54.3106,77.4,-23.09
2025-01-13,9,54.3106,81.29,-26.98
2025-01-13,10,54.3106,89.32,-35.01
2025-01-13,11,123.8138,88.2,35.61
2025-01-13,12,123.8138,92.49,31.32
2025-01-13,13,123.8138,91.62,32.19
2025-01-13,14,123.8138,92.14,31.67
2025-01-13,15,124.4252,92.38,32.05
2025-01-13,16,145.073,92.06,53.01
2025-01-13,17,145.073,91.68,53.39
2025-01-13,18,140.7951,99.09,41.71
2025-01-13,19,140.7951,103.52,37.28
2025-01-13,20,140.7951,89.29,51.51
2025-01-13,21,124.0977,78.94,45.16
2025-01-13,22,123.6393,69.53,54.11
2025-01-13,23,54.1283,61.0,-6.87
2025-01-14,0,54.036,65.47,-11.43
2025-01-14,1,54.036,63.76,-9.72
2025-01-14,2,54.036,63.0,-8.96
2025-01-14,3,54.036,62.67,-8.63
2025-01-14,4,54.036,63.65,-9.61
2025-01-14,5,54.036,65.92,-11.88
2025-01-14,6,54.3331,70.68,-16.35
2025-01-14,7,54.3331,81.12,-26.79
2025-01-14,8,54.3331,84.26,-29.93
2025-01-14,9,54.3331,88.12,-33.79
2025-01-14,10,54.3331,96.56,-42.23
2025-01-14,11,54.3331,94.74,-40.41
2025-01-14,12,54.3331,99.13,-44.8
2025-01-14,13,54.3331,97.57,-43.24
2025-01-14,14,54.3331,97.91,-43.58
2025-01-14,15,123.8488,97.64,26.21
2025-01-14,16,123.8488,96.96,26.89
2025-01-14,17,123.8488,96.31,27.54
2025-01-14,18,123.8326,103.6,20.23
2025-01-14,19,54.3122,108.15,-53.84
2025-01-14,20,54.3122,93.34,-39.03
2025-01-14,21,54.3122,82.81,-28.5
2025-01-14,22,54.036,74.34,-20.3
2025-01-14,23,54.036,67.0,-12.96
2025-01-15,0,54.0526,67.14,-13.09
2025-01-15,1,54.0526,65.19,-11.14
2025-01-15,2,57.2861,64.21,-6.92
2025-01-15,3,57.2861,63.66,-6.37
2025-01-15,4,57.2861,64.47,-7.18
2025-01-15,5,54.0526,66.7,-12.65
2025-01-15,6,54.3474,71.52,-17.17
2025-01-15,7,54.3474,82.49,-28.14
2025-01-15,8,54.3474,85.96,-31.61
2025-01-15,9,54.3474,89.9,-35.55
2025-01-15,10,54.3474,97.78,-43.43
2025-01-15,11,54.3474,96.62,-42.27
2025-01-15,12,54.3474,100.64,-46.29
2025-01-15,13,54.3474,99.57,-45.22
2025-01-15,14,54.3474,99.94,-45.59
2025-01-15,15,54.3474,100.06,-45.71
2025-01-15,16,54.3474,99.69,-45.34
2025-01-15,17,54474.0,99.3,54374.7
2025-01-15,18,54.3228,106.61,-52.29
2025-01-15,19,54.3228,110.99,-56.67
2025-01-15,20,54.3228,97.39,-43.07
2025-01-15,21,54.3228,87.02,-32.7
2025-01-15,22,54.0526,77.28,-23.23
2025-01-15,23,54.0526,68.91,-14.86
2025-01-16,0,54.2641,65.98,-11.72
2025-01-16,1,54.2641,64.07,-9.81
2025-01-16,2,54.2641,63.08,-8.82
2025-01-16,3,54.2641,62.49,-8.23
2025-01-16,4,54.2641,63.21,-8.95
2025-01-16,5,54.2641,65.18,-10.92
2025-01-16,6,54.381,69.64,-15.26
2025-01-16,7,125.6724,79.42,46.25
2025-01-16,8,126.6273,82.26,44.37
2025-01-16,9,126.6273,85.97,40.66
2025-01-16,10,126.6273,94.5,32.13
2025-01-16,11,125.6724,92.66,33.01
2025-01-16,12,125.6724,97.78,27.89
2025-01-16,13,125.6724,96.06,29.61
2025-01-16,14,125.6724,97.22,28.45
2025-01-16,15,125.6724,97.33,28.34
2025-01-16,16,125.6724,97.04,28.63
2025-01-16,17,125.6724,96.79,28.88
2025-01-16,18,125.3019,104.73,20.57
2025-01-16,19,125.3019,109.86,15.44
2025-01-16,20,54.3476,94.43,-40.08
2025-01-16,21,54.3476,83.26,-28.91
2025-01-16,22,54.2641,74.83,-20.57
2025-01-16,23,54.2641,67.66,-13.4
2025-01-17,0,54.2919,66.93,-12.64
2025-01-17,1,54.2919,65.21,-10.92
2025-01-17,2,54.2919,64.38,-10.09
2025-01-17,3,54.2919,63.96,-9.67
2025-01-17,4,54.2919,64.78,-10.49
2025-01-17,5,54.2919,66.81,-12.52
2025-01-17,6,54.453,71.14,-16.69
2025-01-17,7,54.453,80.52,-26.07
2025-01-17,8,54.453,83.28,-28.83
2025-01-17,9,54.453,86.72,-32.27
2025-01-17,10,54.453,94.11,-39.66
2025-01-17,11,54.453,92.54,-38.09
2025-01-17,12,54.453,96.0,-41.55
2025-01-17,13,54.453,94.99,-40.54
2025-01-17,14,54.453,95.03,-40.58
2025-01-17,15,54.453,94.81,-40.36
2025-01-17,16,54.453,94.26,-39.81
2025-01-17,17,54.453,93.79,-39.34
2025-01-17,18,54.4214,99.96,-45.54
2025-01-17,19,125.2808,103.88,21.4
2025-01-17,20,125.2808,91.43,33.85
2025-01-17,21,54.4214,82.43,-28.01
2025-01-17,22,54.2919,75.13,-20.84
2025-01-17,23,54.2919,68.46,-14.17
2025-01-18,0,54.2472,64.43,-10.18
2025-01-18,1,122.0694,63.04,59.03
2025-01-18,2,122.0694,62.28,59.79
2025-01-18,3,122.0694,61.82,60.25
2025-01-18,4,122.0694,62.3,59.77
2025-01-18,5,122.0694,63.48,58.59
2025-01-18,6,54.4378,66.37,-11.93
2025-01-18,7,54.4378,71.97,-17.53
2025-01-18,8,54.4378,73.01,-18.57
2025-01-18,9,54.4378,75.19,-20.75
2025-01-18,10,54.4378,81.4,-26.96
2025-01-18,11,54.4378,76.55,-22.11
2025-01-18,12,54.4378,77.65,-23.21
2025-01-18,13,54.4378,77.84,-23.4
2025-01-18,14,54.4378,76.33,-21.89
2025-01-18,15,54.4378,75.75,-21.31
2025-01-18,16,54.4378,75.31,-20.87
2025-01-18,17,54.4378,75.15,-20.71
2025-01-18,18,54.4023,79.8,-25.4
2025-01-18,19,54.4023,83.49,-29.09
2025-01-18,20,54.4023,73.53,-19.13
2025-01-18,21,54.4023,68.6,-14.2
2025-01-18,22,54.2472,68.81,-14.56
2025-01-18,23,54.2472,65.55,-11.3
2025-01-19,0,53.7334,54.96,-1.23
2025-01-19,1,53.7334,53.02,0.71
2025-01-19,2,53.7334,51.5,2.23
2025-01-19,3,53.7334,50.16,3.57
2025-01-19,4,53.7334,49.6,4.13
2025-01-19,5,53.7334,49.67,4.06
2025-01-19,6,53.9896,51.18,2.81
2025-01-19,7,53.9896,55.56,-1.57
2025-01-19,8,53.9896,55.97,-1.98
2025-01-19,9,53.9896,57.41,-3.42
2025-01-19,10,76.0028,62.04,13.96
2025-01-19,11,76.0028,57.93,18.07
2025-01-19,12,76.0028,58.89,17.11
2025-01-19,13,53.9896,60.24,-6.25
2025-01-19,14,76.0028,59.66,16.34
2025-01-19,15,76.0028,60.36,15.64
2025-01-19,16,76.0028,61.18,14.82
2025-01-19,17,76.0028,62.2,13.8
2025-01-19,18,123.9065,67.15,56.76
2025-01-19,19,126.5726,71.15,55.42
2025-01-19,20,126.5726,63.5,63.07
2025-01-19,21,126.5726,59.93,66.64
2025-01-19,22,126.4372,60.53,65.91
2025-01-19,23,123.6379,56.49,67.15
2025-01-20,0,120.712,59.29,61.42
2025-01-20,1,53.6396,57.42,-3.78
2025-01-20,2,53.6396,56.46,-2.82
2025-01-20,3,74.7548,55.92,18.83
2025-01-20,4,74.7548,56.65,18.1
2025-01-20,5,74.7548,58.69,16.06
2025-01-20,6,124.4686,63.15,61.32
2025-01-20,7,124.4686,74.1,50.37
2025-01-20,8,124.4686,77.4,47.07
2025-01-20,9,145.684,81.29,64.39
2025-01-20,10,145.684,89.32,56.36
2025-01-20,11,145.684,88.2,57.48
2025-01-20,12,139.6568,92.49,47.17
2025-01-20,13,139.6568,91.62,48.04
2025-01-20,14,139.6568,92.14,47.52
2025-01-20,15,139.6568,92.38,47.28
2025-01-20,16,124.4686,92.06,32.41
2025-01-20,17,139.6568,91.68,47.98
2025-01-20,18,140.926,99.09,41.84
2025-01-20,19,140.926,103.52,37.41
2025-01-20,20,123.4746,89.29,34.18
2025-01-20,21,123.4746,78.94,44.53
2025-01-20,22,53.6396,69.53,-15.89
2025-01-20,23,53.6396,61.0,-7.36
2025-01-21,0,53.4871,65.47,-11.98
2025-01-21,1,53.4871,63.76,-10.27
2025-01-21,2,53.4871,63.0,-9.51
2025-01-21,3,53.4871,62.67,-9.18
2025-01-21,4,53.4871,63.65,-10.16
2025-01-21,5,86.1301,65.92,20.21
2025-01-21,6,86.2604,70.68,15.58
2025-01-21,7,86.2604,81.12,5.14
2025-01-21,8,86.2604,84.26,2.0
2025-01-21,9,86.2604,88.12,-1.86
2025-01-21,10,86.2604,96.56,-10.3
2025-01-21,11,86.2604,94.74,-8.48
2025-01-21,12,86.2604,99.13,-12.87
2025-01-21,13,86.2604,97.57,-11.31
2025-01-21,14,86.2604,97.91,-11.65
2025-01-21,15,86.2604,97.64,-11.38
2025-01-21,16,86.2604,96.96,-10.7
2025-01-21,17,86.2604,96.31,-10.05
2025-01-21,18,86.2429,103.6,-17.36
2025-01-21,19,86.2429,108.15,-21.91
2025-01-21,20,86.2429,93.34,-7.1
2025-01-21,21,53.5862,82.81,-29.22
2025-01-21,22,53.4871,74.34,-20.85
2025-01-21,23,53.4871,67.0,-13.51
2025-01-22,0,53.5177,67.14,-13.62
2025-01-22,1,53.5177,65.19,-11.67
2025-01-22,2,53.5177,64.21,-10.69
2025-01-22,3,53.5177,63.66,-10.14
2025-01-22,4,53.5177,64.47,-10.95
2025-01-22,5,80.3623,66.7,13.66
2025-01-22,6,80.509,71.52,8.99
2025-01-22,7,80.509,82.49,-1.98
2025-01-22,8,80.509,85.96,-5.45
2025-01-22,9,80.509,89.9,-9.39
2025-01-22,10,80.509,97.78,-17.27
2025-01-22,11,80.509,96.62,-16.11
2025-01-22,12,80.509,100.64,-20.13
2025-01-22,13,18.014,99.57,-81.56
2025-01-22,14,53.6385,99.94,-46.3
2025-01-22,15,80.509,100.06,-19.55
2025-01-22,16,80.509,99.69,-19.18
2025-01-22,17,80.509,99.3,-18.79
2025-01-22,18,83.2687,106.61,-23.34
2025-01-22,19,83.2687,110.99,-27.72
2025-01-22,20,83.2687,97.39,-14.12
2025-01-22,21,53.6341,87.02,-33.39
2025-01-22,22,46.3979,77.28,-30.88
2025-01-22,23,9.9252,68.91,-58.98
2025-01-23,0,9.9233,65.98,-56.06
2025-01-23,1,8.8227,64.07,-55.25
2025-01-23,2,7.3253,63.08,-55.75
2025-01-23,3,7.3253,62.49,-55.16
2025-01-23,4,4.0647,63.21,-59.15
2025-01-23,5,12.1225,65.18,-53.06
2025-01-23,6,12.0932,69.64,-57.55
2025-01-23,7,18.0344,79.42,-61.39
2025-01-23,8,59.2861,82.26,-22.97
2025-01-23,9,86.363,85.97,0.39
2025-01-23,10,86.363,94.5,-8.14
2025-01-23,11,86.363,92.66,-6.3
2025-01-23,12,86.363,97.78,-11.42
2025-01-23,13,53.7127,96.06,-42.35
2025-01-23,14,53.7127,97.22,-43.51
2025-01-23,15,86.363,97.33,-10.97
2025-01-23,16,86.363,97.04,-10.68
2025-01-23,17,86.363,96.79,-10.43
2025-01-23,18,86.3186,104.73,-18.41
2025-01-23,19,86.3186,109.86,-23.54
2025-01-23,20,86.3186,94.43,-8.11
2025-01-23,21,53.6483,83.26,-29.61
2025-01-23,22,53.4883,74.83,-21.34
2025-01-23,23,53.4883,67.66,-14.17
2025-01-24,0,59.1427,66.93,-7.79
2025-01-24,1,59.1427,65.21,-6.07
2025-01-24,2,18.0025,64.38,-46.38
2025-01-24,3,45.0591,63.96,-18.9
2025-01-24,4,45.0591,64.78,-19.72
2025-01-24,5,46.435,66.81,-20.38
2025-01-24,6,46.4182,71.14,-24.72
2025-01-24,7,46.4182,80.52,-34.1
2025-01-24,8,46.4182,83.28,-36.86
2025-01-24,9,86.28,86.72,-0.44
2025-01-24,10,86.28,94.11,-7.83
2025-01-24,11,86.28,92.54,-6.26
2025-01-24,12,86.28,96.0,-9.72
2025-01-24,13,86.28,94.99,-8.71
2025-01-24,14,86.28,95.03,-8.75
2025-01-24,15,114.7365,94.81,19.93
2025-01-24,16,105.9427,94.26,11.68
2025-01-24,17,105.9427,93.79,12.15
2025-01-24,18,103.3654,99.96,3.41
2025-01-24,19,103.3654,103.88,-0.51
2025-01-24,20,80.5294,91.43,-10.9
2025-01-24,21,53.6376,82.43,-28.79
2025-01-24,22,46.435,75.13,-28.69
2025-01-24,23,53.5828,68.46,-14.88
2025-01-25,0,53.5606,64.43,-10.87
2025-01-25,1,53.5606,63.04,-9.48
2025-01-25,2,53.5606,62.28,-8.72
2025-01-25,3,53.5606,61.82,-8.26
2025-01-25,4,53.5606,62.3,-8.74
2025-01-25,5,53.5606,63.48,-9.92
2025-01-25,6,53.6308,66.37,-12.74
2025-01-25,7,53.6308,71.97,-18.34
2025-01-25,8,53.6308,73.01,-19.38
2025-01-25,9,53.6308,75.19,-21.56
2025-01-25,10,53.6308,81.4,-27.77
2025-01-25,11,53.6308,76.55,-22.92
2025-01-25,12,56.8311,77.65,-20.82
2025-01-25,13,36.2253,77.84,-41.61
2025-01-25,14,45.8845,76.33,-30.45
2025-01-25,15,45.8845,75.75,-29.87
2025-01-25,16,7.3405,75.31,-67.97
2025-01-25,17,56.8311,75.15,-18.32
2025-01-25,18,53.6178,79.8,-26.18
2025-01-25,19,53.6178,83.49,-29.87
2025-01-25,20,53.6178,73.53,-19.91
2025-01-25,21,59.1814,68.6,-9.42
2025-01-25,22,59.1182,68.81,-9.69
2025-01-25,23,59.1182,65.55,-6.43
2025-01-26,0,10.3554,54.96,-44.6
2025-01-26,1,2.5846,53.02,-50.44
2025-01-26,2,2.5846,51.5,-48.92
2025-01-26,3,2.8256,50.16,-47.33
2025-01-26,4,2.9307,49.6,-46.67
2025-01-26,5,2.5846,49.67,-47.09
2025-01-26,6,2.9741,51.18,-48.21
2025-01-26,7,2.9741,55.56,-52.59
2025-01-26,8,2.9741,55.97,-53.0
2025-01-26,9,9.928,57.41,-47.48
2025-01-26,10,9.928,62.04,-52.11
2025-01-26,11,9.928,57.93,-48.0
2025-01-26,12,9.928,58.89,-48.96
2025-01-26,13,9.928,60.24,-50.31
2025-01-26,14,9.928,59.66,-49.73
